"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 2018","2018/01",905,Not Applicable,Not Applicable
,"Feb., 2018","2018/02",805,Not Applicable,Not Applicable
,"Mar., 2018","2018/03",831,Not Applicable,Not Applicable
,"Apr., 2018","2018/04",803,Not Applicable,Not Applicable
,"May, 2018","2018/05",935,Not Applicable,Not Applicable
,"Jun., 2018","2018/06",922,Not Applicable,Not Applicable
,"Jul., 2018","2018/07",943,Not Applicable,Not Applicable
,"Aug., 2018","2018/08",831,Not Applicable,Not Applicable
,"Sep., 2018","2018/09",884,Not Applicable,Not Applicable
,"Oct., 2018","2018/10",878,Not Applicable,Not Applicable
,"Nov., 2018","2018/11",832,Not Applicable,Not Applicable
,"Dec., 2018","2018/12",811,Not Applicable,Not Applicable
,"Jan., 2019","2019/01",788,Not Applicable,Not Applicable
,"Feb., 2019","2019/02",727,Not Applicable,Not Applicable
,"Mar., 2019","2019/03",827,Not Applicable,Not Applicable
,"Apr., 2019","2019/04",826,Not Applicable,Not Applicable
,"May, 2019","2019/05",908,Not Applicable,Not Applicable
,"Jun., 2019","2019/06",944,Not Applicable,Not Applicable
,"Jul., 2019","2019/07",888,Not Applicable,Not Applicable
,"Aug., 2019","2019/08",864,Not Applicable,Not Applicable
,"Sep., 2019","2019/09",861,Not Applicable,Not Applicable
,"Oct., 2019","2019/10",915,Not Applicable,Not Applicable
,"Nov., 2019","2019/11",854,Not Applicable,Not Applicable
,"Dec., 2019","2019/12",856,Not Applicable,Not Applicable
,"Jan., 2020","2020/01",930,Not Applicable,Not Applicable
,"Feb., 2020","2020/02",842,Not Applicable,Not Applicable
,"Mar., 2020","2020/03",860,Not Applicable,Not Applicable
,"Apr., 2020","2020/04",891,Not Applicable,Not Applicable
,"May, 2020","2020/05",1059,Not Applicable,Not Applicable
,"Jun., 2020","2020/06",1110,Not Applicable,Not Applicable
,"Jul., 2020","2020/07",1176,Not Applicable,Not Applicable
,"Aug., 2020","2020/08",1184,Not Applicable,Not Applicable
,"Sep., 2020","2020/09",1062,Not Applicable,Not Applicable
,"Oct., 2020","2020/10",1042,Not Applicable,Not Applicable
,"Nov., 2020","2020/11",1071,Not Applicable,Not Applicable
,"Dec., 2020","2020/12",1051,Not Applicable,Not Applicable
,"Jan., 2021","2021/01",1047,Not Applicable,Not Applicable
,"Feb., 2021","2021/02",900,Not Applicable,Not Applicable
,"Mar., 2021","2021/03",1095,Not Applicable,Not Applicable
,"Apr., 2021","2021/04",1105,Not Applicable,Not Applicable
,"May, 2021","2021/05",1161,Not Applicable,Not Applicable
,"Jun., 2021","2021/06",1218,Not Applicable,Not Applicable
,"Jul., 2021","2021/07",1181,Not Applicable,Not Applicable
,"Aug., 2021","2021/08",1149,Not Applicable,Not Applicable
,"Sep., 2021","2021/09",1168,Not Applicable,Not Applicable
,"Oct., 2021","2021/10",1218,Not Applicable,Not Applicable
,"Nov., 2021","2021/11",1075,Not Applicable,Not Applicable
,"Dec., 2021","2021/12",1090,Not Applicable,Not Applicable
"Total",,,46323,Not Applicable,Not Applicable
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Single-Year Ages: 15 years; 16 years; 17 years; 18 years; 19 years"
"Year/Month: 2018; 2019; 2020; 2021"
"Group By: Month"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Oct 20, 2023 3:05:31 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2021,"
"and from provisional data for years 2022-2023, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Oct 20, 2023 3:05:31"
"PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when location of Death's Occurrence, Autopsy, Place of Death, Weekday or"
"Month are grouped by or limited, due to lack of a valid population. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#NotApplicableRates."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Not Stated."
"3. Deaths occurring through October 07, 2023 as of October 15, 2023."
