"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 2018","2018/01",9636,Not Applicable,Not Applicable
,"Feb., 2018","2018/02",8132,Not Applicable,Not Applicable
,"Mar., 2018","2018/03",8728,Not Applicable,Not Applicable
,"Apr., 2018","2018/04",8108,Not Applicable,Not Applicable
,"May, 2018","2018/05",8245,Not Applicable,Not Applicable
,"Jun., 2018","2018/06",8054,Not Applicable,Not Applicable
,"Jul., 2018","2018/07",8360,Not Applicable,Not Applicable
,"Aug., 2018","2018/08",8153,Not Applicable,Not Applicable
,"Sep., 2018","2018/09",7911,Not Applicable,Not Applicable
,"Oct., 2018","2018/10",8178,Not Applicable,Not Applicable
,"Nov., 2018","2018/11",7935,Not Applicable,Not Applicable
,"Dec., 2018","2018/12",8524,Not Applicable,Not Applicable
,"Jan., 2019","2019/01",8748,Not Applicable,Not Applicable
,"Feb., 2019","2019/02",7738,Not Applicable,Not Applicable
,"Mar., 2019","2019/03",8511,Not Applicable,Not Applicable
,"Apr., 2019","2019/04",7949,Not Applicable,Not Applicable
,"May, 2019","2019/05",8189,Not Applicable,Not Applicable
,"Jun., 2019","2019/06",7727,Not Applicable,Not Applicable
,"Jul., 2019","2019/07",8226,Not Applicable,Not Applicable
,"Aug., 2019","2019/08",7808,Not Applicable,Not Applicable
,"Sep., 2019","2019/09",7536,Not Applicable,Not Applicable
,"Oct., 2019","2019/10",7999,Not Applicable,Not Applicable
,"Nov., 2019","2019/11",7848,Not Applicable,Not Applicable
,"Dec., 2019","2019/12",8375,Not Applicable,Not Applicable
,"Jan., 2020","2020/01",8684,Not Applicable,Not Applicable
,"Feb., 2020","2020/02",8075,Not Applicable,Not Applicable
,"Mar., 2020","2020/03",8814,Not Applicable,Not Applicable
,"Apr., 2020","2020/04",10410,Not Applicable,Not Applicable
,"May, 2020","2020/05",9822,Not Applicable,Not Applicable
,"Jun., 2020","2020/06",9349,Not Applicable,Not Applicable
,"Jul., 2020","2020/07",10168,Not Applicable,Not Applicable
,"Aug., 2020","2020/08",9897,Not Applicable,Not Applicable
,"Sep., 2020","2020/09",9017,Not Applicable,Not Applicable
,"Oct., 2020","2020/10",9213,Not Applicable,Not Applicable
,"Nov., 2020","2020/11",9623,Not Applicable,Not Applicable
,"Dec., 2020","2020/12",11639,Not Applicable,Not Applicable
,"Jan., 2021","2021/01",12217,Not Applicable,Not Applicable
,"Feb., 2021","2021/02",9830,Not Applicable,Not Applicable
,"Mar., 2021","2021/03",9833,Not Applicable,Not Applicable
,"Apr., 2021","2021/04",9565,Not Applicable,Not Applicable
,"May, 2021","2021/05",9639,Not Applicable,Not Applicable
,"Jun., 2021","2021/06",9107,Not Applicable,Not Applicable
,"Jul., 2021","2021/07",9555,Not Applicable,Not Applicable
,"Aug., 2021","2021/08",12723,Not Applicable,Not Applicable
,"Sep., 2021","2021/09",13485,Not Applicable,Not Applicable
,"Oct., 2021","2021/10",11723,Not Applicable,Not Applicable
,"Nov., 2021","2021/11",10434,Not Applicable,Not Applicable
,"Dec., 2021","2021/12",11782,Not Applicable,Not Applicable
"Total",,,441222,Not Applicable,Not Applicable
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Single-Year Ages: 50 years; 51 years; 52 years; 53 years; 54 years"
"Year/Month: 2018; 2019; 2020; 2021"
"Group By: Month"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Oct 20, 2023 3:06:17 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2021,"
"and from provisional data for years 2022-2023, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Oct 20, 2023 3:06:17"
"PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when location of Death's Occurrence, Autopsy, Place of Death, Weekday or"
"Month are grouped by or limited, due to lack of a valid population. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#NotApplicableRates."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Not Stated."
"3. Deaths occurring through October 07, 2023 as of October 15, 2023."
