"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"< 1 year"	"0"	888	126952	699.5
	"2018"	"2018"	"1 year"	"1"	50	129588	38.6
	"2018"	"2018"	"2 years"	"2"	40	132570	30.2
	"2018"	"2018"	"3 years"	"3"	23	134469	17.1
	"2018"	"2018"	"4 years"	"4"	32	133835	23.9
	"2018"	"2018"	"5 years"	"5"	15	133485	Unreliable
	"2018"	"2018"	"6 years"	"6"	22	136430	16.1
	"2018"	"2018"	"7 years"	"7"	21	137827	15.2
	"2018"	"2018"	"8 years"	"8"	16	138662	Unreliable
	"2018"	"2018"	"9 years"	"9"	16	139500	Unreliable
	"2018"	"2018"	"10 years"	"10"	15	145668	Unreliable
	"2018"	"2018"	"11 years"	"11"	15	146769	Unreliable
	"2018"	"2018"	"12 years"	"12"	33	146038	22.6
	"2018"	"2018"	"13 years"	"13"	20	144569	13.8
	"2018"	"2018"	"14 years"	"14"	35	144714	24.2
	"2018"	"2018"	"15 years"	"15"	56	143398	39.1
	"2018"	"2018"	"16 years"	"16"	54	143670	37.6
	"2018"	"2018"	"17 years"	"17"	84	147607	56.9
	"2018"	"2018"	"18 years"	"18"	107	148676	72.0
	"2018"	"2018"	"19 years"	"19"	101	145019	69.6
	"2018"	"2018"	"20 years"	"20"	104	142342	73.1
	"2018"	"2018"	"21 years"	"21"	141	140989	100.0
	"2018"	"2018"	"22 years"	"22"	131	140714	93.1
	"2018"	"2018"	"23 years"	"23"	152	144723	105.0
	"2018"	"2018"	"24 years"	"24"	166	147884	112.3
	"2018"	"2018"	"25 years"	"25"	181	151681	119.3
	"2018"	"2018"	"26 years"	"26"	169	154891	109.1
	"2018"	"2018"	"27 years"	"27"	190	156809	121.2
	"2018"	"2018"	"28 years"	"28"	176	155506	113.2
	"2018"	"2018"	"29 years"	"29"	188	148858	126.3
	"2018"	"2018"	"30 years"	"30"	195	143683	135.7
	"2018"	"2018"	"31 years"	"31"	201	141169	142.4
