"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"< 1 year"	"0"	342	68566	498.8
	"2018"	"2018"	"1 year"	"1"	24	70145	34.2
	"2018"	"2018"	"2 years"	"2"	14	71486	Unreliable
	"2018"	"2018"	"3 years"	"3"	10	72308	Unreliable
	"2018"	"2018"	"4 years"	"4"	Suppressed	72786	Suppressed
	"2018"	"2018"	"5 years"	"5"	Suppressed	72189	Suppressed
	"2018"	"2018"	"6 years"	"6"	Suppressed	71826	Suppressed
	"2018"	"2018"	"7 years"	"7"	Suppressed	71594	Suppressed
	"2018"	"2018"	"8 years"	"8"	Suppressed	72574	Suppressed
	"2018"	"2018"	"9 years"	"9"	Suppressed	72251	Suppressed
	"2018"	"2018"	"10 years"	"10"	Suppressed	74332	Suppressed
	"2018"	"2018"	"11 years"	"11"	Suppressed	74642	Suppressed
	"2018"	"2018"	"12 years"	"12"	Suppressed	73784	Suppressed
	"2018"	"2018"	"13 years"	"13"	12	73630	Unreliable
	"2018"	"2018"	"14 years"	"14"	16	74264	Unreliable
	"2018"	"2018"	"15 years"	"15"	19	72538	Unreliable
	"2018"	"2018"	"16 years"	"16"	26	71082	36.6
	"2018"	"2018"	"17 years"	"17"	21	72618	28.9
	"2018"	"2018"	"18 years"	"18"	27	71144	38.0
	"2018"	"2018"	"19 years"	"19"	50	70427	71.0
	"2018"	"2018"	"20 years"	"20"	41	70648	58.0
	"2018"	"2018"	"21 years"	"21"	37	71309	51.9
	"2018"	"2018"	"22 years"	"22"	41	71938	57.0
	"2018"	"2018"	"23 years"	"23"	55	72263	76.1
	"2018"	"2018"	"24 years"	"24"	71	73907	96.1
	"2018"	"2018"	"25 years"	"25"	52	75134	69.2
	"2018"	"2018"	"26 years"	"26"	70	76924	91.0
	"2018"	"2018"	"27 years"	"27"	79	74274	106.4
	"2018"	"2018"	"28 years"	"28"	68	75597	90.0
	"2018"	"2018"	"29 years"	"29"	63	74605	84.4
	"2018"	"2018"	"30 years"	"30"	72	74655	96.4
	"2018"	"2018"	"31 years"	"31"	83	75943	109.3
	"2018"	"2018"	"32 years"	"32"	83	77324	107.3
	"2018"	"2018"	"33 years"	"33"	76	79327	95.8
	"2018"	"2018"	"34 years"	"34"	72	77142	93.3
	"2018"	"2018"	"35 years"	"35"	77	78185	98.5
	"2018"	"2018"	"36 years"	"36"	87	78589	110.7
	"2018"	"2018"	"37 years"	"37"	95	77531	122.5
	"2018"	"2018"	"38 years"	"38"	83	77394	107.2
	"2018"	"2018"	"39 years"	"39"	97	71991	134.7
	"2018"	"2018"	"40 years"	"40"	92	69227	132.9
	"2018"	"2018"	"41 years"	"41"	81	66706	121.4
	"2018"	"2018"	"42 years"	"42"	90	63919	140.8
	"2018"	"2018"	"43 years"	"43"	107	65135	164.3
	"2018"	"2018"	"44 years"	"44"	108	61588	175.4
	"2018"	"2018"	"45 years"	"45"	121	61694	196.1
	"2018"	"2018"	"46 years"	"46"	130	64756	200.8
	"2018"	"2018"	"47 years"	"47"	160	70247	227.8
	"2018"	"2018"	"48 years"	"48"	170	71616	237.4
	"2018"	"2018"	"49 years"	"49"	193	68609	281.3
	"2018"	"2018"	"50 years"	"50"	205	67020	305.9
	"2018"	"2018"	"51 years"	"51"	246	67234	365.9
	"2018"	"2018"	"52 years"	"52"	228	69504	328.0
	"2018"	"2018"	"53 years"	"53"	295	74136	397.9
	"2018"	"2018"	"54 years"	"54"	342	76675	446.0
